inventory_id,date_id,store_id,product_id,beginning_quantity,received_quantity,sold_quantity,adjusted_quantity,ending_quantity,average_cost,days_of_supply,is_stockout
123,308,1,597,20,0,0,0,20,15.13,11,False
124,309,1,597,35,2,25,0,12,14.86,28,False
125,310,1,597,52,0,29,0,23,15.28,21,False
126,311,1,597,78,24,65,0,37,14.29,26,False
127,312,1,597,16,0,2,0,14,14.52,14,False
128,313,1,597,67,27,44,0,50,15.52,15,False
129,314,1,597,26,2,26,0,2,16.23,20,False
130,315,1,597,69,14,47,0,36,15.03,8,False
131,316,1,597,57,0,24,0,33,16.2,19,False
132,317,1,597,99,3,30,0,72,14.22,27,False
133,318,1,597,82,0,37,0,45,13.92,1,False
134,319,1,597,35,0,20,0,15,18.03,6,False
135,320,1,597,92,0,26,0,66,13.72,22,False
136,321,1,597,38,0,4,0,34,14.69,24,False
137,322,1,597,18,0,10,0,8,16.09,7,False
138,323,1,597,16,0,8,0,8,16.47,12,False
139,324,1,597,38,0,10,-3,25,16.54,26,False
140,325,1,597,22,0,17,0,5,17.76,17,False
141,326,1,597,17,0,8,0,9,13.22,3,False
142,327,1,597,61,0,17,-2,42,17.69,4,False
143,328,1,597,19,35,4,0,50,18.31,12,False
144,329,1,597,16,39,0,0,55,17.18,28,False
145,330,1,597,80,44,51,0,73,17.55,28,False
146,331,1,597,76,0,74,0,2,16.18,23,False
147,332,1,597,83,0,61,0,22,16.07,3,False
148,333,1,597,60,0,32,0,28,16.96,18,False
149,334,1,597,99,0,51,0,48,15.23,27,False
150,335,1,597,40,0,12,0,28,14.38,22,False
151,336,1,597,80,0,5,0,75,17.38,6,False
152,337,1,597,28,12,19,0,21,16.57,14,False
153,338,1,597,59,48,47,4,64,14.86,19,False
154,339,1,597,69,0,21,0,48,16.1,15,False
155,340,1,597,78,0,63,0,15,13.44,4,False
156,341,1,597,92,35,30,-4,93,13.39,9,False
157,342,1,597,50,0,21,0,29,14.53,16,False
158,343,1,597,79,0,52,0,27,17.4,3,False
159,344,1,597,24,0,18,0,6,18.14,20,False
160,345,1,597,71,0,0,0,71,17.17,10,False
161,346,1,597,60,0,40,0,20,13.8,23,False
162,347,1,597,9,24,2,0,31,14.38,9,False
163,348,1,597,90,0,4,0,86,13.12,16,False
164,349,1,597,25,0,11,0,14,14.0,19,False
165,350,1,597,29,0,29,0,0,14.99,0,True
166,351,1,597,39,0,32,0,7,14.13,24,False
167,352,1,597,85,36,73,0,48,17.42,18,False
168,353,1,597,65,0,12,0,53,14.94,16,False
169,354,1,597,95,0,66,0,29,14.87,16,False
170,355,1,597,33,4,1,0,36,15.61,15,False
171,356,1,597,95,0,0,0,95,16.05,28,False
172,357,1,597,14,46,9,0,51,14.48,12,False
173,358,1,597,47,33,17,-2,61,17.54,8,False
174,359,1,597,30,0,15,0,15,17.77,26,False
175,360,1,597,76,0,47,0,29,13.67,18,False
176,361,1,597,57,0,37,0,20,15.53,8,False
177,362,1,597,36,0,20,0,16,13.97,20,False
178,363,1,597,34,0,17,5,22,13.8,29,False
179,364,1,597,84,0,21,0,63,16.44,21,False
180,365,1,597,44,49,12,3,84,16.66,11,False
181,276,1,417,75,0,53,0,22,266.98,15,False
182,277,1,417,39,0,15,0,24,215.81,6,False
183,278,1,417,88,0,31,0,57,257.12,3,False
184,279,1,417,40,0,4,0,36,195.72,15,False
185,280,1,417,97,0,30,0,67,240.72,4,False
186,281,1,417,97,0,58,0,39,250.99,2,False
187,282,1,417,53,31,45,0,39,222.75,4,False
188,283,1,417,33,0,18,0,15,198.33,1,False
189,284,1,417,82,0,67,0,15,264.83,9,False
190,285,1,417,17,15,12,0,20,257.88,14,False
191,286,1,417,57,0,31,0,26,241.77,23,False
192,287,1,417,56,0,2,0,54,204.71,21,False
193,288,1,417,39,0,18,0,21,222.57,22,False
194,289,1,417,87,0,10,0,77,248.6,21,False
195,290,1,417,51,0,0,0,51,218.65,11,False
196,291,1,417,16,0,9,0,7,258.4,10,False
197,292,1,417,98,45,4,0,139,265.67,18,False
198,293,1,417,37,45,7,-5,70,246.38,19,False
199,294,1,417,51,0,8,0,43,232.82,30,False
200,295,1,417,91,0,18,0,73,218.23,10,False
201,296,1,417,15,41,3,0,53,194.78,22,False
202,297,1,417,96,21,51,0,66,231.07,11,False
203,298,1,417,18,0,5,1,14,223.7,4,False
204,299,1,417,34,4,3,0,35,243.84,29,False
205,300,1,417,50,0,39,0,11,237.09,26,False
206,301,1,417,32,15,5,0,42,223.13,6,False
207,302,1,417,20,30,4,0,46,263.92,25,False
208,303,1,417,60,0,38,0,22,191.25,21,False
209,304,1,417,76,0,14,0,62,242.11,2,False
210,305,1,417,50,0,7,0,43,194.43,7,False
211,306,1,417,26,0,1,0,25,198.92,23,False
212,307,1,417,5,9,0,0,14,197.57,29,False
213,308,1,417,98,0,21,0,77,222.26,22,False
214,309,1,417,54,0,40,0,14,241.24,15,False
215,310,1,417,43,38,15,0,66,195.73,1,False
216,311,1,417,32,0,26,0,6,199.46,17,False
217,312,1,417,44,0,15,0,29,192.27,20,False
218,313,1,417,57,39,3,0,93,255.71,19,False
219,314,1,417,80,0,37,0,43,260.63,10,False
220,315,1,417,29,6,21,0,14,238.38,29,False
221,316,1,417,90,0,3,0,87,219.65,15,False
222,317,1,417,37,0,35,0,2,191.28,12,False
223,318,1,417,5,0,1,0,4,258.16,2,False
224,319,1,417,30,15,8,0,37,257.33,22,False
225,320,1,417,93,0,15,0,78,236.69,10,False
226,321,1,417,83,22,66,0,39,215.02,2,False
227,322,1,417,73,0,31,0,42,208.1,13,False
228,323,1,417,61,0,4,0,57,206.98,16,False
229,324,1,417,82,0,79,0,3,267.17,6,False
230,325,1,417,5,0,1,0,4,221.69,18,False
231,326,1,417,10,0,4,0,6,227.18,12,False
232,327,1,417,71,0,19,0,52,207.38,9,False
233,328,1,417,70,17,36,3,54,267.21,25,False
234,329,1,417,44,0,33,0,11,256.0,14,False
235,330,1,417,17,0,7,0,10,254.61,3,False
236,331,1,417,70,0,28,0,42,259.14,18,False
237,332,1,417,55,0,38,0,17,191.01,25,False
238,333,1,417,98,0,88,0,10,219.63,11,False
239,334,1,417,31,0,9,0,22,202.03,15,False
240,335,1,417,37,0,13,0,24,230.21,10,False
241,336,1,417,79,5,73,0,11,204.03,24,False
242,337,1,417,90,0,36,0,54,231.61,6,False
243,338,1,417,24,0,19,0,5,238.44,30,False
244,339,1,417,44,0,8,0,36,242.44,30,False
245,340,1,417,50,0,0,0,50,253.71,3,False
246,341,1,417,5,0,5,0,0,201.57,0,True
247,342,1,417,18,0,10,0,8,261.03,26,False
248,343,1,417,76,0,63,0,13,201.2,19,False
249,344,1,417,11,0,5,0,6,228.71,28,False
250,345,1,417,5,3,1,0,7,211.38,30,False
251,346,1,417,100,39,31,0,108,209.7,18,False
252,347,1,417,23,0,4,0,19,231.11,30,False
253,348,1,417,86,0,33,0,53,230.3,23,False
254,349,1,417,17,0,7,0,10,244.98,20,False
255,350,1,417,88,22,4,0,106,193.11,5,False
256,351,1,417,79,0,55,0,24,194.55,18,False
257,352,1,417,9,14,1,0,22,261.26,10,False
258,353,1,417,89,0,78,0,11,191.08,7,False
259,354,1,417,78,0,46,0,32,263.4,17,False
260,355,1,417,88,0,40,0,48,234.05,23,False
261,356,1,417,33,0,1,-3,29,201.19,20,False
262,357,1,417,71,41,35,0,77,227.02,2,False
263,358,1,417,7,49,6,0,50,215.7,7,False
264,359,1,417,65,0,26,0,39,219.68,29,False
265,360,1,417,56,0,22,0,34,267.16,9,False
266,361,1,417,69,0,57,0,12,260.36,24,False
267,362,1,417,20,0,11,0,9,194.57,28,False
268,363,1,417,47,18,40,-5,20,231.28,3,False
269,364,1,417,19,0,18,0,1,252.19,5,False
270,365,1,417,72,0,50,0,22,257.94,12,False
271,276,1,998,59,5,59,0,5,194.39,3,False
272,277,1,998,66,44,3,0,107,205.92,21,False
273,278,1,998,64,0,60,0,4,205.4,11,False
274,279,1,998,49,0,16,0,33,179.84,16,False
275,280,1,998,37,0,31,0,6,212.36,7,False
276,281,1,998,64,1,52,0,13,213.49,25,False
277,282,1,998,6,0,0,0,6,169.95,6,False
278,283,1,998,58,42,17,0,83,203.14,28,False
279,284,1,998,15,0,7,0,8,165.1,22,False
280,285,1,998,80,16,14,0,82,173.93,18,False
281,286,1,998,70,0,42,0,28,198.28,22,False
282,287,1,998,64,0,7,0,57,188.03,1,False
283,288,1,998,68,38,4,0,102,162.22,12,False
284,289,1,998,82,0,77,0,5,167.3,26,False
285,290,1,998,98,0,72,0,26,208.54,22,False
286,291,1,998,84,0,71,0,13,159.78,24,False
287,292,1,998,95,0,7,1,89,166.65,24,False
288,293,1,998,81,0,67,5,19,179.14,8,False
289,294,1,998,28,0,16,0,12,211.34,24,False
290,295,1,998,65,0,25,0,40,206.66,24,False
291,296,1,998,32,0,24,0,8,187.1,28,False
292,297,1,998,75,0,70,0,5,197.78,7,False
293,298,1,998,42,35,42,0,35,190.74,13,False
294,299,1,998,65,0,10,0,55,184.99,2,False
295,300,1,998,91,0,85,0,6,203.24,25,False
296,301,1,998,89,0,87,0,2,164.82,3,False
297,302,1,998,63,0,37,0,26,212.65,10,False
298,303,1,998,68,49,14,0,103,156.05,6,False
299,304,1,998,49,48,14,0,83,200.68,20,False
300,305,1,998,57,19,38,-1,37,163.09,22,False
301,306,1,998,12,0,9,0,3,185.73,18,False
302,307,1,998,61,0,5,0,56,170.07,8,False
303,308,1,998,6,11,6,0,11,208.85,4,False
304,309,1,998,95,0,19,0,76,161.11,1,False
305,310,1,998,35,0,18,-2,15,169.84,3,False
306,311,1,998,25,0,8,0,17,209.56,25,False
307,312,1,998,57,40,25,0,72,175.52,9,False
308,313,1,998,19,0,14,0,5,160.64,1,False
309,314,1,998,14,33,6,5,46,180.36,22,False
310,315,1,998,73,0,46,0,27,205.04,26,False
311,316,1,998,61,0,11,0,50,179.22,14,False
312,317,1,998,40,15,24,0,31,188.97,20,False
313,318,1,998,23,0,4,0,19,187.71,8,False
314,319,1,998,28,5,14,0,19,189.59,4,False
315,320,1,998,47,0,31,0,16,167.54,25,False
316,321,1,998,97,0,79,0,18,156.32,25,False
317,322,1,998,24,0,3,0,21,204.24,15,False
318,323,1,998,87,0,25,0,62,188.03,13,False
319,324,1,998,38,15,35,0,18,202.13,2,False
320,325,1,998,25,27,6,0,46,201.2,23,False
321,326,1,998,25,0,0,0,25,173.53,13,False
322,327,1,998,57,0,50,0,7,194.38,21,False
323,328,1,998,90,0,49,0,41,187.64,17,False
324,329,1,998,64,0,48,0,16,168.55,1,False
325,330,1,998,11,4,2,0,13,201.71,2,False
326,331,1,998,18,0,13,0,5,173.03,23,False
327,332,1,998,96,25,28,0,93,213.7,21,False
328,333,1,998,56,0,18,0,38,212.43,5,False
329,334,1,998,50,0,3,0,47,189.32,21,False
330,335,1,998,90,0,39,0,51,206.09,13,False
331,336,1,998,42,0,16,0,26,185.73,1,False
332,337,1,998,90,37,41,0,86,211.95,17,False
333,338,1,998,58,0,31,1,28,172.07,25,False
334,339,1,998,8,40,7,0,41,208.07,24,False
335,340,1,998,33,0,7,0,26,162.47,13,False
336,341,1,998,24,0,17,0,7,208.58,25,False
337,342,1,998,94,40,76,0,58,164.41,1,False
338,343,1,998,94,0,82,-3,9,160.07,18,False
339,344,1,998,58,0,29,0,29,187.58,17,False
340,345,1,998,5,0,0,-1,4,182.93,17,False
341,346,1,998,39,0,17,0,22,173.98,11,False
342,347,1,998,83,0,39,0,44,168.63,1,False
343,348,1,998,13,6,12,0,7,194.45,28,False
344,349,1,998,17,0,0,0,17,205.41,21,False
345,350,1,998,61,10,43,0,28,209.71,4,False
346,351,1,998,80,0,52,0,28,178.96,23,False
347,352,1,998,44,0,8,0,36,174.47,12,False
348,353,1,998,43,0,33,-1,9,186.33,24,False
349,354,1,998,76,0,10,-4,62,194.21,22,False
350,355,1,998,67,0,41,-2,24,210.35,18,False
351,356,1,998,58,11,50,0,19,187.03,30,False
352,357,1,998,14,0,6,0,8,181.62,30,False
353,358,1,998,6,0,5,0,1,171.16,24,False
354,359,1,998,5,0,2,0,3,188.04,26,False
355,360,1,998,27,0,19,0,8,198.21,21,False
356,361,1,998,86,0,84,0,2,189.37,9,False
357,362,1,998,21,0,4,0,17,194.65,11,False
358,363,1,998,22,0,10,0,12,185.31,6,False
359,364,1,998,50,0,30,0,20,155.23,18,False
360,365,1,998,69,37,16,0,90,187.32,4,False
361,276,1,72,26,0,6,0,20,135.9,21,False
362,277,1,72,9,0,5,0,4,154.17,4,False
363,278,1,72,59,0,35,0,24,153.26,5,False
364,279,1,72,46,49,31,0,64,136.14,14,False
365,280,1,72,34,0,15,0,19,158.29,19,False
366,281,1,72,61,0,37,0,24,138.06,13,False
367,282,1,72,38,0,26,0,12,136.85,13,False
368,283,1,72,38,29,0,0,67,171.66,6,False
369,284,1,72,75,0,50,-4,21,150.08,6,False
370,285,1,72,96,0,76,0,20,144.02,9,False
371,286,1,72,89,0,23,0,66,161.73,1,False
372,287,1,72,78,0,0,0,78,159.45,26,False
373,288,1,72,37,48,8,0,77,155.36,11,False
374,289,1,72,49,12,1,0,60,143.09,29,False
375,290,1,72,63,0,15,0,48,164.78,13,False
376,291,1,72,33,0,27,0,6,170.99,2,False
377,292,1,72,30,0,3,0,27,177.9,15,False
378,293,1,72,88,0,33,0,55,144.34,1,False
379,294,1,72,10,0,2,0,8,150.02,22,False
380,295,1,72,95,0,69,0,26,180.85,13,False
381,296,1,72,18,0,13,0,5,166.88,6,False
382,297,1,72,75,0,0,0,75,166.28,10,False
383,298,1,72,96,39,71,0,64,166.4,30,False
384,299,1,72,10,2,4,0,8,151.02,1,False
385,300,1,72,29,0,12,0,17,183.28,28,False
386,301,1,72,95,19,65,0,49,166.45,24,False
387,302,1,72,68,0,14,0,54,134.98,29,False
388,303,1,72,87,17,26,0,78,180.19,6,False
389,304,1,72,90,21,48,0,63,172.84,11,False
390,305,1,72,70,0,67,0,3,170.82,21,False
391,306,1,72,81,13,10,0,84,171.9,25,False
392,307,1,72,38,23,14,0,47,177.31,13,False
393,308,1,72,9,0,3,0,6,158.98,3,False
394,309,1,72,26,37,17,0,46,150.54,30,False
395,310,1,72,76,5,49,0,32,151.91,19,False
396,311,1,72,37,0,10,0,27,136.18,25,False
397,312,1,72,26,0,25,0,1,155.54,10,False
398,313,1,72,48,0,35,0,13,158.95,14,False
399,314,1,72,77,46,61,0,62,161.43,29,False
400,315,1,72,45,0,44,0,1,169.45,29,False
401,316,1,72,27,19,26,0,20,134.85,19,False
402,317,1,72,48,0,9,0,39,169.7,2,False
403,318,1,72,49,44,10,0,83,177.15,8,False
404,319,1,72,69,3,54,0,18,139.68,20,False
405,320,1,72,19,0,19,0,0,135.2,0,True
406,321,1,72,99,0,60,-1,38,164.3,29,False
407,322,1,72,64,0,25,0,39,186.02,27,False
408,323,1,72,6,0,5,0,1,168.91,20,False
409,324,1,72,82,0,15,0,67,143.2,30,False
410,325,1,72,31,0,24,0,7,182.07,18,False
411,326,1,72,96,0,81,0,15,170.56,4,False
412,327,1,72,15,49,14,0,50,172.63,1,False
413,328,1,72,88,40,81,0,47,154.71,23,False
414,329,1,72,82,0,22,0,60,170.96,2,False
415,330,1,72,38,19,12,-5,40,178.94,27,False
416,331,1,72,36,0,35,0,1,139.19,12,False
417,332,1,72,50,26,42,4,38,134.39,4,False
418,333,1,72,15,18,11,0,22,155.74,9,False
419,334,1,72,52,30,3,0,79,166.5,25,False
420,335,1,72,16,0,5,0,11,179.3,29,False
421,336,1,72,66,0,60,0,6,133.87,6,False
422,337,1,72,52,0,43,0,9,169.18,10,False
423,338,1,72,12,0,3,0,9,157.3,30,False
424,339,1,72,55,0,23,-1,31,156.65,28,False
425,340,1,72,15,0,5,0,10,162.23,16,False
426,341,1,72,51,0,19,0,32,177.32,17,False
427,342,1,72,31,0,15,0,16,176.35,4,False
428,343,1,72,6,19,2,0,23,163.59,25,False
429,344,1,72,87,0,24,0,63,145.59,12,False
430,345,1,72,60,0,21,0,39,135.73,27,False
431,346,1,72,72,26,43,0,55,136.54,4,False
432,347,1,72,8,48,6,0,50,137.4,23,False
433,348,1,72,10,0,4,0,6,136.26,25,False
434,349,1,72,37,37,37,-3,34,162.62,25,False
435,350,1,72,5,0,2,0,3,161.48,6,False
436,351,1,72,33,19,1,4,55,146.0,16,False
437,352,1,72,26,0,3,0,23,150.61,23,False
438,353,1,72,10,0,6,0,4,169.39,24,False
439,354,1,72,84,0,1,0,83,183.45,6,False
440,355,1,72,98,0,35,0,63,143.38,3,False
441,356,1,72,49,34,40,0,43,135.2,4,False
442,357,1,72,77,0,40,0,37,183.01,10,False
443,358,1,72,50,0,26,0,24,161.99,6,False
444,359,1,72,61,0,9,-2,50,167.14,11,False
445,360,1,72,75,0,72,0,3,139.61,26,False
446,361,1,72,22,0,19,0,3,134.21,21,False
447,362,1,72,69,0,33,-4,32,142.14,2,False
448,363,1,72,40,0,6,0,34,172.17,21,False
449,364,1,72,49,0,28,-5,16,178.26,23,False
450,365,1,72,17,0,17,0,0,158.33,0,True
451,276,1,758,51,0,20,0,31,72.69,3,False
452,277,1,758,78,0,60,0,18,99.75,17,False
453,278,1,758,66,0,58,0,8,72.22,18,False
454,279,1,758,49,0,34,0,15,99.12,18,False
455,280,1,758,100,32,93,0,39,96.07,17,False
456,281,1,758,93,0,82,0,11,92.78,30,False
457,282,1,758,7,0,7,0,0,87.59,0,True
458,283,1,758,32,0,20,0,12,93.59,20,False
459,284,1,758,38,0,20,0,18,84.58,10,False
460,285,1,758,39,0,24,0,15,96.56,17,False
461,286,1,758,33,0,6,0,27,98.38,4,False
462,287,1,758,12,0,7,0,5,89.16,20,False
463,288,1,758,93,0,93,0,0,80.97,0,True
464,289,1,758,47,31,34,0,44,76.69,24,False
465,290,1,758,16,0,13,0,3,93.15,5,False
466,291,1,758,92,0,24,2,70,97.86,10,False
467,292,1,758,80,0,75,0,5,87.15,2,False
468,293,1,758,83,0,20,0,63,76.02,21,False
469,294,1,758,32,49,4,0,77,91.47,7,False
470,295,1,758,67,15,20,0,62,98.66,26,False
471,296,1,758,92,0,52,0,40,71.98,27,False
472,297,1,758,55,0,17,0,38,75.73,21,False
473,298,1,758,42,42,5,-2,77,97.49,23,False
474,299,1,758,86,0,13,0,73,80.47,15,False
475,300,1,758,37,0,35,0,2,91.34,2,False
476,301,1,758,53,0,33,0,20,75.56,3,False
477,302,1,758,39,0,36,4,7,85.73,17,False
478,303,1,758,20,0,11,0,9,94.36,6,False
479,304,1,758,25,0,16,0,9,72.9,7,False
480,305,1,758,78,0,15,0,63,84.63,2,False
481,306,1,758,44,38,25,0,57,74.62,13,False
482,307,1,758,13,23,11,0,25,98.16,19,False
483,308,1,758,25,0,20,-5,0,86.7,0,True
484,309,1,758,83,0,81,0,2,72.44,11,False
485,310,1,758,63,0,2,0,61,88.55,5,False
486,311,1,758,80,44,14,0,110,85.91,21,False
487,312,1,758,32,46,9,0,69,77.3,27,False
488,313,1,758,61,0,52,0,9,91.68,10,False
489,314,1,758,100,44,8,0,136,73.81,9,False
490,315,1,758,41,0,20,0,21,99.88,11,False
491,316,1,758,8,0,2,0,6,77.38,23,False
492,317,1,758,69,13,5,3,80,81.2,3,False
493,318,1,758,62,0,22,0,40,94.34,3,False
494,319,1,758,97,0,15,0,82,99.02,29,False
495,320,1,758,42,21,10,0,53,96.35,27,False
496,321,1,758,81,0,5,0,76,91.33,10,False
497,322,1,758,19,0,1,0,18,92.86,21,False
498,323,1,758,100,0,8,0,92,73.47,17,False
499,324,1,758,79,0,41,0,38,88.61,16,False
500,325,1,758,49,27,34,0,42,79.01,4,False
501,326,1,758,83,6,27,-1,61,77.96,15,False
502,327,1,758,82,0,1,0,81,100.07,27,False
503,328,1,758,88,0,24,0,64,91.42,12,False
504,329,1,758,86,0,16,0,70,85.64,8,False
505,330,1,758,94,0,8,0,86,95.54,13,False
506,331,1,758,36,28,34,0,30,93.68,21,False
507,332,1,758,26,0,25,0,1,92.17,5,False
508,333,1,758,93,0,88,0,5,83.75,12,False
509,334,1,758,23,0,9,0,14,82.99,1,False
510,335,1,758,99,13,93,0,19,83.95,30,False
511,336,1,758,43,0,33,0,10,75.87,3,False
512,337,1,758,23,45,8,0,60,76.77,8,False
513,338,1,758,94,0,31,0,63,92.75,18,False
514,339,1,758,51,0,23,0,28,76.54,10,False
515,340,1,758,21,0,13,0,8,98.55,23,False
516,341,1,758,90,6,78,0,18,86.83,8,False
517,342,1,758,86,0,64,0,22,80.73,12,False
518,343,1,758,72,0,3,1,70,94.69,13,False
519,344,1,758,86,0,59,0,27,72.41,29,False
520,345,1,758,41,3,32,0,12,94.52,11,False
521,346,1,758,64,9,53,0,20,88.18,25,False
522,347,1,758,31,0,6,0,25,81.96,8,False
523,348,1,758,17,0,8,5,14,80.4,19,False
524,349,1,758,99,0,40,0,59,75.6,25,False
525,350,1,758,22,48,14,0,56,80.5,10,False
526,351,1,758,19,0,3,0,16,93.31,6,False
527,352,1,758,51,15,9,0,57,89.77,5,False
528,353,1,758,28,0,7,0,21,96.84,8,False
529,354,1,758,100,45,76,0,69,78.99,27,False
530,355,1,758,73,0,69,0,4,82.28,8,False
531,356,1,758,62,0,17,5,50,81.69,16,False
